CRC_names,CRC_pvals,CRC_pvals_adj,CRC_logfoldchanges,IBD_names,IBD_pvals,IBD_pvals_adj,IBD_logfoldchanges
MAP3K10,0.64661064,1,3.1778426,EPB41L2,0.866191027,1,-0.67805
COL4A1,0.64661064,1,3.0222359,ALG11,0.866191027,1,-0.2674421
IFT46,0.64661064,1,3.281987,GPAT2,0.866191027,1,-0.24517047
TMEM30B,0.64661064,1,3.2563725,PHLPP2,0.866191027,1,0.1072041
EVA1C,0.64661064,1,3.1488905,PROCA1,0.866191027,1,0.027095266
LEMD1,0.64661064,1,2.8194907,CTIF,0.866191027,1,-0.37658918
ALDH1A1,0.64661064,1,3.3049989,RGPD2,0.866191027,1,0.6205079
MARCKS,0.64661064,1,2.9898,FNTB,0.866191027,1,-0.6752231
NIPAL4,0.64661064,1,3.260005,FAXDC2,0.866191027,1,-0.50505775
NHLRC4,0.646697464,1,2.700642,TNFSF9,0.866191027,1,-0.34995416
SRC,0.646697464,1,2.8270051,HIRA,0.866191027,1,-1.1448373
RARG,0.646697464,1,1.7010659,NOTCH4,0.866191027,1,-0.07608353
APOM,0.646697464,1,2.4697638,LRFN3,0.866191027,1,0.104631886
ZNF865,0.646697464,1,2.542871,ARL11,0.866191027,1,-0.8714773
CTNS,0.646697464,1,3.1227896,FBXL19,0.866191027,1,-0.15736054
KLF4,0.646697464,1,2.4541078,IL13RA1,0.866191027,1,-0.4985208
GCNT3,0.646697464,1,2.805139,FADS2,0.866191027,1,-1.0738066
SMURF1,0.646697464,1,2.6253307,MPZL1,0.866191027,1,-0.5624149
ZBTB49,0.646697464,1,2.4943304,ZNF816,0.866191027,1,-0.71195537
NFE2L2,0.647305369,1,-1.6448754,VSIG10,0.866191027,1,-0.21234575
NAF1,0.647783174,1,-0.599182,KIF9,0.866191027,1,-0.19813934
HERC3,0.648261123,1,-0.5512482,SCLY,0.866191027,1,0.055467788
PGAP2,0.648608814,1,-0.03983369,GNG7,0.866095944,1,-0.9166465
ARIH1,0.649043535,1,-0.96046853,DVL1,0.866095944,1,-0.4549656
NT5C3A,0.649217457,1,-1.4001081,LRRC56,0.866095944,1,-0.6286289
ALDH2,0.649391399,1,0.9489263,PELI3,0.866095944,1,-0.8959179
NCAPD3,0.649478376,1,0.098604694,MROH6,0.866095944,1,-0.10692749
B3GALT6,0.649652346,1,0.45345718,L3MBTL1,0.866095944,1,-1.133067
RASA3,0.649652346,1,-0.08957044,LYN,0.866095944,1,-1.0927424
SARM1,0.649739338,1,0.98186696,TMEM104,0.866000863,1,-1.1727308
FLVCR1,0.649826335,1,-0.10388103,PPARGC1B,0.866000863,1,-0.7547428
WEE1,0.649913337,1,-0.70951885,HFE,0.866000863,1,-1.3884931
ID1,0.649913337,1,0.82410693,XKR9,0.866000863,1,-0.8507572
MANBA,0.650087354,1,0.21321009,SMAD3,0.865953323,1,0.5011775
ASNS,0.650087354,1,-0.36262864,TSPAN6,0.865905783,1,-1.3720216
ELP4,0.650261391,1,0.35525796,B4GALNT3,0.865905783,1,-1.3525512
CARD6,0.650348416,1,0.6026902,GEMIN4,0.865810706,1,-1.4640381
RELT,0.650435447,1,0.6354204,CCDC157,0.86571563,1,-1.497145
WWTR1,0.650435447,1,0.92951053,MICALL2,0.86571563,1,-1.3536704
TNKS,0.650522482,1,-0.3597485,RBM3,0.865525485,1,1.9162167
STAM2,0.650609521,1,-0.14707407,GPX3,0.865430416,1,-2.3926399
SLFN13,0.650609521,1,-0.44635898,MCM6,0.864479826,1,1.1553527
TRIM39,0.650696566,1,0.56711465,FAF1,0.864099646,1,0.9227456
APPL2,0.650783615,1,0.36677054,PSMD5,0.863244354,1,0.89407283
SGTB,0.650957728,1,-1.1044947,CAB39L,0.862959292,1,0.45585617
MROH1,0.651044792,1,0.3393056,SIAH1,0.862959292,1,0.5135937
KCNA3,0.651044792,1,0.40696087,FIGNL1,0.862959292,1,0.082338914
DCAKD,0.651044792,1,-0.07951622,RAB3D,0.862769261,1,0.5781734
ZNF350,0.651741472,1,-0.57775366,LRCH1,0.862769261,1,0.83260936
CNN3,0.653222926,1,26.82589,ZNF587,0.862769261,1,0.32081082
COL12A1,0.653222926,1,26.838797,ALDH6A1,0.862674248,1,0.5772302
TGM2,0.653222926,1,26.614138,RFX3,0.862484229,1,0.669586
ZNF341,0.653222926,1,26.99215,PAQR3,0.862389222,1,0.30598307
SCRG1,0.653222926,1,27.013443,ZFYVE1,0.862389222,1,0.23739012
MICU3,0.653222926,1,26.465832,LARP4B,0.862151714,1,0.2904564
TGFB1I1,0.653222926,1,26.8842,SEC24D,0.862009215,1,0.52967924
VIL1,0.653222926,1,26.60909,C6orf120,0.861724231,1,0.5984619
SYP,0.653222926,1,26.938507,SUMF1,0.861724231,1,0.11420654
RCN3,0.653222926,1,26.793768,UBN2,0.861059338,1,0.5288787
ANKLE1,0.653222926,1,26.589128,PRR3,0.861059338,1,0.54107463
SOD3,0.653222926,1,26.704256,PREPL,0.860916874,1,0.70814824
SLC12A5,0.653222926,1,26.8227,MGAT5,0.860869387,1,0.7066789
GPR160,0.653222926,1,26.774137,DPYD,0.860774414,1,1.0111587
KANK3,0.653222926,1,26.569792,BCL11B,0.860489509,1,2.0500953
EFNA1,0.653222926,1,26.560223,RINT1,0.860394544,1,0.846632
SPHK1,0.653222926,1,27.127298,POMC,0.860299581,1,0.6267874
BAIAP2L2,0.653222926,1,26.537987,ITCH,0.859777323,1,1.2316934
TRMT44,0.653222926,1,26.658253,DNAJC24,0.859539954,1,0.8254339
KPNA5,0.653310113,1,0.39957672,IL18BP,0.858970318,1,0.15041058
KLF2,0.653833335,1,-0.3908884,TPCN2,0.858970318,1,0.09370256
SLC37A4,0.65400778,1,0.15344952,ITGAM,0.858970318,1,0.77136874
PAOX,0.654618486,1,0.3527512,MFSD9,0.858970318,1,-0.4689951
DBR1,0.654618486,1,0.12822643,ZNF575,0.858970318,1,-0.35322312
ZNF317,0.655229424,1,0.039688412,ALPK1,0.858970318,1,0.2458375
GCSH,0.655447672,1,-0.27560592,ZNF587B,0.858970318,1,0.47376156
SLC25A40,0.655927921,1,-0.16052297,SIAE,0.858970318,1,0.58463335
LPCAT1,0.656102592,1,0.20166454,ZNF771,0.858970318,1,0.220081
CLN6,0.656102592,1,-0.32168022,INPP5A,0.858970318,1,-0.46205822
MCM2,0.656233608,1,1.04363,PFAS,0.858970318,1,-0.065638185
PMS1,0.656539353,1,-0.11331367,RNF212,0.858970318,1,-0.17478873
C1orf109,0.656583035,1,0.48337755,NOTCH3,0.858970318,1,0.26415592
YPEL1,0.656583035,1,0.8862581,MOK,0.858970318,1,-0.033559524
ARHGAP31,0.656932537,1,0.61602193,CCDC15,0.858970318,1,0.17824617
SHC1,0.65697623,1,0.7560957,ZNF665,0.858970318,1,-0.4204208
PPARD,0.657019925,1,1.0412484,BLK,0.858875386,1,-0.14444342
SPRED2,0.657107317,1,0.2981798,KLF7,0.858875386,1,-0.21157473
NAP1L2,0.657107317,1,0.6658214,RDH10,0.858875386,1,-0.45435598
WDR24,0.657194713,1,0.27647462,RLN1,0.858875386,1,-0.027523184
AMBRA1,0.657194713,1,0.40081474,DOCK7,0.858780456,1,-0.31813252
IFI27L1,0.657456932,1,-0.5707287,FARP1,0.858780456,1,-0.33143488
NXT2,0.657500639,1,0.25564048,TET3,0.858780456,1,-0.61038506
ZFP62,0.658025216,1,-0.42402774,MMACHC,0.858685528,1,-0.45015103
AGPS,0.658462492,1,-0.47607657,ZNF234,0.858685528,1,-0.81782657
TULP4,0.658549961,1,-1.0833284,C19orf47,0.858685528,1,-0.53121847
HMGCS1,0.659162377,1,-0.6633221,LRFN1,0.858590602,1,-0.6379713
DNAJC21,0.65942491,1,-0.69738084,MAGIX,0.858495678,1,-0.806363
L3MBTL3,0.659687486,1,-0.32868084,NME4,0.858495678,1,-0.11285149
SEC23IP,0.660037652,1,-0.6881862,PEAK1,0.858305836,1,-0.7723372
ZC3H7B,0.660125206,1,0.29807022,ADNP,0.858021089,1,0.78826934
PEX1,0.660212763,1,0.44340792,TOPORS,0.85773636,1,1.2133609
FAM174B,0.660212763,1,-0.64898884,OTUD1,0.856977174,1,0.23092854
IL18R1,0.660212763,1,-1.2134675,MTM1,0.856834841,1,0.7505845
SLC7A6,0.660256544,1,-0.5216974,TET2,0.856692513,1,0.7840435
AMFR,0.661088598,1,-0.266618,ZNF689,0.856360432,1,0.5910959
PCCA,0.661176207,1,0.13778268,PABPC1L,0.856265557,1,0.62904364
ABCC5,0.661439061,1,0.17885923,PMAIP1,0.856028377,1,2.6293418
TUBGCP5,0.661439061,1,-0.101795875,TAF5,0.855980943,1,0.6039631
PARPBP,0.661526689,1,1.6625082,DDX11,0.85579121,1,0.3768153
B9D2,0.661526689,1,-0.44929913,MED26,0.855743778,1,0.9533414
DENND1B,0.661570504,1,-0.70997816,GPATCH2,0.855269489,1,0.76904076
LATS1,0.661789599,1,-0.33665818,WDR75,0.855174638,1,0.697629
ZNF675,0.662227876,1,-0.28907496,KLHDC10,0.854937518,1,0.37183768
CEP63,0.662447058,1,-0.62729377,LIPT1,0.854937518,1,0.14033324
LRP8,0.662490898,1,0.8595188,EID3,0.854890096,1,0.7113155
IDUA,0.662578581,1,1.4914817,FBXO34,0.854795252,1,1.1243843
HAGHL,0.662753961,1,1.0874732,RAD18,0.85360989,1,-0.08064458
ZNF347,0.662753961,1,1.0359815,FEM1C,0.853515075,1,0.058801718
FKBP14,0.662841658,1,1.2590963,TBC1D8,0.852898831,1,0.84804153
PPAT,0.662841658,1,1.1149684,TEP1,0.85233007,1,0.2979893
NEIL1,0.662929359,1,0.9362337,ZNF559,0.8521405,1,0.70482504
ZNF398,0.662929359,1,0.9621708,PTP4A1,0.852045718,1,1.4148408
AMMECR1L,0.663104777,1,0.58213854,HRH2,0.851856161,1,0.06490492
BYSL,0.663192492,1,0.8904746,ULK2,0.851856161,1,0.53240764
KAT2A,0.663192492,1,1.0522298,CASZ1,0.851856161,1,-0.3085355
TCF3,0.663280212,1,0.16206813,POPDC2,0.851856161,1,0.062422276
MCU,0.663280212,1,0.6397386,ABCD2,0.851856161,1,0.15115356
ACSF2,0.663367937,1,0.718468,CNKSR1,0.851856161,1,0.35539147
SPATA24,0.663367937,1,0.72606033,FAM219A,0.851856161,1,0.3018673
SIMC1,0.663367937,1,0.9799503,ZNF439,0.851856161,1,0.05376936
PLSCR1,0.663455666,1,-0.5402114,DFFB,0.851856161,1,-0.09970164
METTL25,0.663455666,1,0.81088805,FAM161B,0.851856161,1,-0.04228389
POLA2,0.663455666,1,0.37984613,TOMM40L,0.851856161,1,0.34250948
ZC3H11A,0.663631139,1,-0.75033283,RABL2A,0.851761386,1,0.20767383
ARHGAP12,0.663894382,1,-0.25450823,GSTO2,0.851761386,1,-0.22931685
ASB1,0.663894382,1,-0.35576162,RAMP2,0.851666612,1,-0.1089485
TLK2,0.664157667,1,-0.49041685,ZNF337,0.851571841,1,-0.4385418
LY75,0.665650396,1,-0.9486569,SMIM1,0.851477072,1,-0.41545177
ZFYVE19,0.665782171,1,-0.001900815,PTCH2,0.851477072,1,-0.18050388
PTOV1,0.666573039,1,0.05097905,HIC2,0.851382306,1,-0.14046791
GRAMD4,0.666573039,1,-0.007429718,APOBR,0.851382306,1,-0.01771748
SSBP2,0.66679279,1,0.30512705,CAD,0.851382306,1,-0.4453187
LMBRD2,0.667056529,1,0.2349884,LANCL2,0.851287541,1,-0.10525634
SLC37A3,0.66710049,1,-0.25183982,SPDL1,0.851287541,1,-0.5531612
WDR89,0.667232378,1,0.33750206,PAIP2B,0.851192778,1,-0.6766307
STK24,0.667540158,1,-1.1416898,INSL3,0.85100326,1,-0.8392597
ZNF85,0.667584131,1,0.4290425,DIP2B,0.850340013,1,0.83330303
ZNF324,0.667672081,1,0.4063141,COX10,0.849961062,1,0.76287705
ATG14,0.667760035,1,0.12275927,PRIM1,0.849297981,1,0.5644126
FOXRED1,0.667760035,1,0.13465902,CAPS,0.849108549,1,0.4072277
XPR1,0.667891975,1,-0.2650175,DPY19L1,0.848919126,1,0.5102443
LRRC8D,0.667935957,1,-0.32879728,RIPK1,0.848729711,1,0.6697212
SAV1,0.668023925,1,-0.24701016,PRMT3,0.848635007,1,0.55133706
GLA,0.668155885,1,-0.20332903,TTC27,0.848445605,1,0.685458
FAR1,0.668199874,1,0.1525927,HIPK3,0.848256213,1,0.9568139
POLR3A,0.668287856,1,-0.28014594,SEC31B,0.848256213,1,0.132798
MTOR,0.668375842,1,-0.26819974,CHSY1,0.84797214,1,0.4506752
AGL,0.668551828,1,-0.111470394,LIPE,0.847782769,1,0.032977916
PHC3,0.668727832,1,-0.8662202,MAP3K12,0.846646729,1,0.4836994
CDC34,0.668947863,1,1.6243011,GAMT,0.845936865,1,0.8982373
TOP2A,0.668947863,1,1.5255917,RAPGEF6,0.845558323,1,0.93242615
SLC25A28,0.669035883,1,1.752183,NOC3L,0.844943267,1,0.29071888
TNFSF4,0.669299971,1,1.2093436,KCTD7,0.844848651,1,0.18271048
ABHD15,0.669652152,1,1.4957178,C11orf80,0.844848651,1,0.93031454
NLE1,0.669652152,1,1.5280063,TJP2,0.844848651,1,-0.034263045
NEBL,0.669652152,1,1.0078137,TADA1,0.844848651,1,0.26360774
ZFP64,0.669652152,1,1.2465415,ZNF483,0.844848651,1,0.21376745
ZDHHC8,0.669740209,1,1.2901789,ULK1,0.844754038,1,0.32538322
EAF1,0.669784239,1,-0.5760154,PNPLA4,0.844659427,1,0.16138323
SNX9,0.669784239,1,-1.3486905,ZNF862,0.844564818,1,0.40517235
DTD2,0.66982827,1,1.0277972,DHX32,0.844564818,1,0.06620916
KHK,0.66982827,1,1.2392508,ARHGAP11A,0.844564818,1,-0.13242394
DHX34,0.66982827,1,1.0544431,RTTN,0.844564818,1,0.09743097
SPAG1,0.66982827,1,1.0323896,RECK,0.844470211,1,0.11907499
C16orf70,0.66982827,1,0.90212166,ZWINT,0.844470211,1,-0.08622522
FAM118B,0.66982827,1,0.8111305,TCP11L1,0.844375607,1,-0.29832035
SLC48A1,0.66982827,1,1.0897716,MAST2,0.844375607,1,-0.35785416
NOMO1,0.66982827,1,0.9306249,DLGAP1,0.844281005,1,-0.08011843
UBE2C,0.66982827,1,0.8548024,VAC14,0.844281005,1,0.17985581
DAZAP2,0.670973478,1,-2.121184,SOCS7,0.844186405,1,-0.08351853
RPUSD4,0.67101754,1,-0.6404958,IL1B,0.844091807,1,-0.32501164
PPFIA1,0.67101754,1,0.15939249,LIN54,0.843808028,1,-0.4486944
EBLN2,0.671634523,1,0.14132243,TPX2,0.843524268,1,-0.2770024
OAT,0.672207634,1,-0.9790386,SP4,0.843429686,1,1.1721475
ZC3H14,0.672295821,1,-0.5511764,FCGBP,0.843335107,1,-0.74359924
PDK1,0.672780935,1,0.012832369,RBM48,0.843287818,1,0.743637
RIOK2,0.672825043,1,-0.69646823,GLCE,0.842247604,1,0.26467106
INPP4A,0.672869152,1,-0.90086323,NIPAL2,0.841869412,1,0.09733663
FAM199X,0.672869152,1,-0.10825619,MYO1A,0.8417276,1,-25.28428
UBA3,0.673001486,1,-0.996261,ADCY9,0.8417276,1,-25.562319
SPOPL,0.6730456,1,0.46648437,RNF122,0.8417276,1,-25.519794
PIGM,0.673222066,1,0.5798302,MYBL2,0.8417276,1,-25.683283
ST8SIA1,0.67339855,1,0.35569358,THNSL1,0.8417276,1,-25.684866
PPM1F,0.67339855,1,0.4499446,THBS2,0.8417276,1,-25.443419
ALOX5AP,0.673442673,1,-1.6559715,BARX2,0.8417276,1,-25.421223
SCYL2,0.673663309,1,-0.38757035,ZNF595,0.8417276,1,-25.896065
MAP3K6,0.673839838,1,0.37888727,TXNDC5,0.8417276,1,-25.635145
HS1BP3,0.673928109,1,0.46142712,MNDA,0.8417276,1,-25.42764
LIN52,0.674104665,1,0.22945741,MATN2,0.8417276,1,-25.48427
RYR1,0.674192949,1,-0.39913985,LAMB2,0.8417276,1,-25.363504
ATP11A,0.674192949,1,-0.17855003,NEK11,0.8417276,1,-25.379652
JMJD4,0.674192949,1,0.2200191,ZNF57,0.8417276,1,-25.439562
SLC39A11,0.674281238,1,-0.001467343,TPPP3,0.8417276,1,-25.708326
UBOX5,0.674369532,1,0.5663553,TPPP,0.8417276,1,-25.132372
SLC25A42,0.67445783,1,-0.03436862,ATP1A3,0.8417276,1,-25.890932
ST7,0.67445783,1,-0.12715527,CALCRL,0.8417276,1,-25.538267
ARL13B,0.674634439,1,0.09465469,TBC1D16,0.8417276,1,-25.537674
ANKMY1,0.674634439,1,0.11516996,CDA,0.8417276,1,-25.658014
CRTC1,0.674811067,1,0.030201387,ATP10B,0.8417276,1,-26.103783
METTL2A,0.674811067,1,-0.46566615,ZNF768,0.8417276,1,-25.675274
GEMIN2,0.674987712,1,-0.4744159,RECQL4,0.8417276,1,-25.109127
NIPBL,0.675031876,1,-1.2030953,ANKS6,0.8417276,1,-25.698397
SMIM8,0.675650291,1,-0.46903044,PCSK5,0.8417276,1,-25.97499
PLXNA1,0.675694472,1,2.3723605,ECEL1,0.8417276,1,-25.249231
TRMT5,0.675782837,1,1.584045,KCNMB3,0.8417276,1,-25.126339
HTRA1,0.675871207,1,2.2656536,LRRC4B,0.8417276,1,-25.133373
KCTD2,0.675871207,1,2.3303227,ADM,0.8417276,1,-25.841648
EXOG,0.675959581,1,-1.019211,CXCL10,0.8417276,1,-24.99742
MSTO1,0.675959581,1,1.6616504,PCGF2,0.8417276,1,-25.486185
PAK1,0.675959581,1,1.8212761,SEZ6L2,0.8417276,1,-25.646555
PLD6,0.67604796,1,1.9806775,ANTXR1,0.8417276,1,-25.076786
BIRC5,0.676136343,1,1.6744356,TCF21,0.8417276,1,-25.708086
FAM161A,0.676136343,1,1.9804475,SH3BGRL2,0.8417276,1,-25.430603
FAM3D,0.676136343,1,2.0674067,ANO7,0.8417276,1,-25.360807
RAB40B,0.67622473,1,1.8219208,KLHL34,0.8417276,1,-25.156096
LDOC1,0.676313122,1,1.1508737,PALMD,0.8417276,1,-26.134047
NSMF,0.676313122,1,1.6301099,KIFC1,0.8417276,1,-25.236322
LLGL1,0.676313122,1,1.2883353,P4HA2,0.8417276,1,-25.691628
ZNF17,0.676313122,1,1.3487802,TRIM29,0.8417276,1,-25.603014
VPS52,0.676313122,1,1.3927282,DNM1,0.8417276,1,-25.24689
ZNF287,0.676313122,1,1.4540508,DSC2,0.8417276,1,-25.651712
MED22,0.676313122,1,1.1342881,CCDC102A,0.8417276,1,-25.15886
UBR5,0.67693199,1,-1.1277176,FRZB,0.8417276,1,-25.872925
CCNB1IP1,0.67693199,1,-0.52405953,GLS2,0.8417276,1,-25.929556
RBM27,0.677064633,1,0.20316385,DPEP1,0.8417276,1,-25.771631
SPAST,0.677153068,1,0.005139899,RAI14,0.8417276,1,-25.761375
FKBP11,0.677153068,1,-0.86932856,SPRED1,0.8417276,1,-25.859703
KIAA0586,0.677727999,1,-0.5194969,C15orf62,0.8417276,1,-25.615843
COQ10A,0.677860702,1,0.010954021,CCDC106,0.8417276,1,-25.33074
ATP2B1,0.678258871,1,-1.2351786,USH1C,0.8417276,1,-25.621529
DMTF1,0.678303118,1,-0.79227215,SHROOM3,0.8417276,1,-25.88222
ARHGAP26,0.678524367,1,0.53205305,PRSS16,0.8417276,1,-25.32677
SH3GLB2,0.678701387,1,0.67240494,EPB41L1,0.8417276,1,-25.716215
ARSD,0.679409643,1,0.3411778,DAPK1,0.8417276,1,-25.636284
ACVR1,0.679453918,1,-0.14794317,YAP1,0.8417276,1,-25.31781
SECISBP2L,0.679498194,1,-0.53205925,TFPI,0.8417276,1,-26.039324
PEX6,0.679498194,1,0.76336855,AHNAK2,0.8417276,1,-25.075167
ENDOD1,0.679675311,1,0.5766749,ZNF205,0.8417276,1,-25.811913
SENP1,0.679763876,1,0.5503455,GNG12,0.8417276,1,-25.557236
FLVCR2,0.679763876,1,0.037145797,NUMBL,0.8417276,1,-25.903818
MARK4,0.679763876,1,0.3634903,LRP11,0.8417276,1,-25.83571
ATG2B,0.679852446,1,0.36620584,TNKS1BP1,0.8417276,1,-25.848545
ADCK2,0.67994102,1,0.40942827,C9orf152,0.8417276,1,-25.349703
CXCL13,0.67994102,1,0.25337464,CDCP1,0.8417276,1,-26.09791
MAP3K3,0.67994102,1,0.5183666,RHBDF1,0.8417276,1,-25.788761
RUFY1,0.680073889,1,-0.11432678,HGD,0.8417276,1,-25.253819
H6PD,0.680162474,1,-0.29997683,SLC2A6,0.8417276,1,-25.742628
MFSD3,0.680206768,1,0.045584656,CFI,0.8417276,1,-25.594513
PIGQ,0.680206768,1,0.37639746,ERI2,0.8417276,1,-25.026245
TRIM14,0.680251064,1,-0.919021,ZNF354C,0.8417276,1,-25.408516
RBMXL1,0.680339657,1,-0.44128802,DNA2,0.8417276,1,-26.068644
TTBK2,0.680472556,1,-0.5484673,BCAR1,0.8417276,1,-24.858765
SLC41A2,0.680649771,1,0.13211042,AXIN2,0.8417276,1,-25.220562
IQCE,0.680649771,1,0.10642175,IL6,0.8417276,1,-26.03519
ZNF529,0.680738384,1,-0.4472372,CEP70,0.8417276,1,-26.106339
EAF2,0.680915625,1,-0.16515468,GALNT18,0.8417276,1,-25.83877
ELMOD3,0.681004252,1,-0.7409244,CRB3,0.8417276,1,-25.527086
ZRANB1,0.681403127,1,-0.29897055,LRP5,0.8417276,1,-25.716444
PHF12,0.681624763,1,-0.9373592,DLG4,0.8417276,1,-25.426943
DHRS3,0.682289836,1,3.7811027,S100A5,0.8417276,1,-25.114323
IGFBP2,0.68246723,1,3.5490632,ADAMTS1,0.8417276,1,-25.597263
KIFC2,0.682644642,1,3.2843761,ZNF239,0.8417276,1,-25.467096
CCL11,0.682733355,1,3.0651734,ACVR2A,0.8417276,1,-25.775908
PLS1,0.682733355,1,2.9543078,NPIPB11,0.8417276,1,-25.413408
FKRP,0.682733355,1,2.8527741,HMGCS2,0.8417276,1,-25.70051
WDR91,0.682733355,1,3.1469777,TMPRSS4,0.8417276,1,-25.801245
NBPF15,0.682822072,1,2.6043289,ILDR1,0.8417276,1,-25.295925
NR1H3,0.682822072,1,2.4824255,PPIP5K1,0.8417276,1,-25.97249
CABP4,0.682822072,1,2.9839048,RIN2,0.8417276,1,-25.999859
DUSP14,0.682910793,1,2.0376985,ACY1,0.8417276,1,-25.191517
ZBTB42,0.682910793,1,2.5447664,RGS5,0.8417276,1,-25.23948
OCLN,0.682910793,1,1.9030064,TTC28,0.8417276,1,-25.852228
